gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
4067,963,3,3,1024,4,4,1149,4,4,1327,4,4,1385,4,4,1630,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,1714.0,1.0,Bremgarten,0.0,2,0.0,3,0.0,5
4068,1846,4,4,2000,5,5,1980,4,4,2051,5,5,2167,5,5,2448,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,2454.0,1.0,Bremgarten,0.0,660,0.0,2,0.0,1
4069,592,3,3,710,3,3,967,3,3,1109,4,4,1096,4,4, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4070,216,1,1, , , , , , ,225,1,1, , , , , , ,19,19,19,19,19, ,1,1, ,1,1, ,,,,,,, ,, ,, 
4071,1102,4,4,1220,4,4,1423,4,4,1648,4,4,1823,4,4,2036,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,2316.0,1.0,Bremgarten,2.0,9,5.0,1,1.0,1
4072,2131,5,5,2000,5,5,2125,5,5,2239,5,5,2374,5,5,2850,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,3005.0,1.0,Bremgarten,0.0,1,0.0,2,0.0,2
4073,1075,4,4,1150,4,4,1364,4,4,1637,4,4,1818,4,4,1977,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,2096.0,1.0,Bremgarten,2.0,9,-99.0,1,1.0,1
4074,1591,4,4,1680,4,4,1660,4,4,1936,4,4,2080,5,5,2313,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,2586.0,1.0,Bremgarten,2.0,2,3.0,1,1.0,1
4075,3757,5,5, , , ,3783,5,5,3812,5,5,4067,5,5,4490,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,4618.0,1.0,Bremgarten,2.0, ,4.0,2,2.0,2
4076,1708,4,4,1800,4,4,1998,4,4,2225,5,5,2336,5,5,2851,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,3066.0,1.0,Bremgarten,2.0,8,1.0,1,2.0,1
4077,1061,4,4,1100,4,4,1134,4,4,1245,4,4,1364,4,4,1519,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,1527.0,1.0,Bremgarten,2.0,3,3.0,1,2.0,1
4078,331,2,2, , , , , , ,372,2,2,412,2,2,460,2,2,19,19,19,19,19,19,1,1, ,1,1,1,1903.0,19.0,503.0,1.0,Bremgarten,0.0, ,99.0, ,99.0,2
4079,761,3,3,880,3,3,1007,4,4,1247,4,4,1251,4,4,1355,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,1552.0,1.0,Bremgarten,2.0,4,99.0,1,1.0,1
4080,4649,5,5, , , ,4962,5,5,5240,6,6,5444,6,6,7206,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,7869.0,1.0,Bremgarten,2.0,1,99.0,2,2.0,1
4081,3915,5,5,3910,5,5,3709,5,5,3626,5,5,3556,5,5,3651,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,3877.0,1.0,Bremgarten,2.0,2,5.0,2,1.0,3
4082,12498,7,7,12700,7,7,12878,7,7,13887,7,7,14120,7,7,15819,7,7,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,17133.0,1.0,Bremgarten,1.0, ,5.0,2,2.0,3
4083,3516,5,5, , , ,3437,5,5,3646,5,5,3947,5,5,4403,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1903.0,19.0,4713.0,1.0,Bremgarten,0.0,8,3.0,1,1.0,1
4084,259,2,2,270,2,2, , , ,496,2,2,504,3,3,630,3,3,19,19,19,19,19,19,1,1, ,1,1,1,1903.0,19.0,694.0,1.0,Bremgarten,1.0, ,5.0, ,1.0, 
4091,1176,4,4,1300,4,4,1360,4,4,1445,4,4,1447,4,4,1584,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1669.0,1.0,Brugg,2.0,2,3.0,2,1.0,5
4092,3303,5,5,3400,5,5,3291,5,5,3736,5,5,4045,5,5,4522,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,4605.0,1.0,Brugg,0.0,7,0.0,2,0.0,3
4093,553,3,3, , , , , , ,658,3,3,642,3,3,695,3,3,19,19,19,19,19,19,1,1, ,1,1,1,1904.0,19.0,757.0,1.0,Brugg,2.0,1,5.0,2,1.0,2
4094,518,3,3, , , , , , ,640,3,3,696,3,3,740,3,3,19,19,19,19,19,19,1,1, ,1,1,1,,,,,,,3,,2,,2
4095,9482,6,6,9320,6,6, , , ,9145,6,6,9131,6,6,11200,7,7,19,19,19,19,19,19,1,1, ,1,1,1,1904.0,19.0,12943.0,1.0,Brugg,2.0, ,3.0, ,1.0, 
4096,560,3,3, , , , , , ,599,3,3,610,3,3,603,3,3,19,19,19,19,19,19,1,1, ,1,1,1,,,,,,, ,, ,, 
4097,217,1,1,228,1,1,236,1,1,245,1,1,264,2,2,284,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,2,,1,,1
4098,97,1,1,104,1,1,103,1,1,128,1,1,142,1,1, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4099,322,2,2,350,2,2,384,2,2,399,2,2,437,2,2,424,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,427.0,1.0,Brugg,1.0,2,-99.0,1,1.0,1
4100,1937,4,4,2050,5,5,2408,5,5,2623,5,5,2876,5,5,3487,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,3810.0,1.0,Brugg,0.0,17,0.0,2,0.0,4
4101,221,1,1, , , , , , ,251,2,2, , , , , , ,19,19,19,19,19, ,1,1, ,1,1, ,,,,,,, ,, ,, 
4103,106,1,1,108,1,1,110,1,1,144,1,1,138,1,1, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4104,1349,4,4,1490,4,4,1550,4,4,1939,4,4,2059,5,5,2373,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,3291.0,1.0,Brugg,2.0,1,4.0,2,1.0,2
4105,303,2,2,335,2,2,321,2,2,309,2,2,309,2,2,344,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,343.0,1.0,Brugg,2.0,1,3.0,3,2.0,3
4106,397,2,2, , , ,436,2,2,402,2,2,406,2,2,388,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,396.0,1.0,Brugg,2.0,2,99.0,1,2.0,3
4107,674,3,3,710,3,3,774,3,3,833,3,3,917,3,3,1053,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1110.0,1.0,Brugg,2.0,10,4.0,2,2.0,2
4108,375,2,2, , , , , , ,517,3,3,478,2,2, , , ,19,19,19,19,19, ,1,1, ,1,1, ,,,,,,, ,, ,, 
4109,466,2,2,440,2,2,438,2,2,456,2,2,489,2,2, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4110,998,3,3,1051,4,4,1067,4,4,1024,4,4,1017,4,4,1069,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1359.0,1.0,Brugg,2.0,2,4.0,2,2.0,2
4111,1420,4,4,1450,4,4,1376,4,4,1381,4,4,1408,4,4,1486,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1527.0,1.0,Brugg,0.0,2,1.0,1,2.0,1
4112,624,3,3,670,3,3,678,3,3,789,3,3,859,3,3,869,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,856.0,1.0,Brugg,2.0,6,5.0,1,2.0,2
4113,502,3,3, , , ,593,3,3,566,3,3,603,3,3,652,3,3,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,1,,1,,1
4114,1214,4,4,1250,4,4, , , ,1265,4,4,1237,4,4,1321,4,4,19,19,19,19,19,19,1,1, ,1,1,1,,,,,,,1,,3,,3
4115,1517,4,4,1600,4,4,1649,4,4,1690,4,4,1636,4,4, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4116,443,2,2,465,2,2, , , ,406,2,2, , , , , , ,19,19,19,19, , ,1,1, ,1, , ,,,,,,, ,, ,, 
4117,641,3,3, , , ,789,3,3,776,3,3,735,3,3,824,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,912.0,1.0,Brugg,2.0,1,4.0,1,2.0,1
4118,849,3,3, , , , , , ,1045,4,4, , , , , , ,19,19,19,19,19, ,1,1, ,1,1, ,,,,,,, ,, ,, 
4119,657,3,3,672,3,3,740,3,3,708,3,3,713,3,3, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4120,1210,4,4,1273,4,4,1369,4,4,1378,4,4,1379,4,4,1447,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1517.0,1.0,Brugg,2.0,1,4.0,3,1.0,3
4121,1247,4,4, , , ,1457,4,4,1427,4,4,1938,4,4,2043,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,2179.0,1.0,Brugg,2.0,4,2.0,1,1.0,1
4122,1353,4,4, , , ,1224,4,4,1369,4,4,1483,4,4,1624,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,1664.0,1.0,Brugg,1.0,4,4.0,1,2.0,3
4123,6915,6,6,6663,6,6,6357,6,6,6697,6,6,6640,6,6,7491,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1904.0,19.0,8022.0,1.0,Brugg,0.0,4,4.0,1,2.0,1
4124, , , , , , , , , , , , , , , ,1563,4,4, , , , , ,19, , , , , ,1,1904.0,19.0,1657.0,1.0,Brugg,2.0,1,99.0,2,2.0,3
4125, , , , , , , , , , , , , , , ,2219,5,5, , , , , ,19, , , , , ,1,1904.0,19.0,2407.0,1.0,Brugg,2.0,1,4.0,4,1.0,3
4131,2393,5,5,2419,5,5,2559,5,5,2636,5,5,2736,5,5,3116,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,3477.0,1.0,Kulm,2.0,2,3.0,3,1.0,3
4132,923,3,3,922,3,3, , , ,941,3,3,931,3,3,1187,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1905.0,19.0,1357.0,1.0,Kulm,2.0,2,3.0,1,1.0,1
4133,1142,4,4,1153,4,4,1087,4,4,1001,4,4,1006,4,4,1019,4,4,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,, ,, 
4134,1056,4,4,1080,4,4,1127,4,4,1141,4,4,1129,4,4,1213,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,1348.0,1.0,Kulm,2.0,1,99.0,1,1.0,1
4135,2104,5,5,2150,5,5, , , ,2077,5,5,2097,5,5,2110,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1905.0,19.0,2124.0,1.0,Kulm,0.0,8,0.0,2,0.0,2
4136,1041,4,4,1200,4,4,1223,4,4,1170,4,4,1150,4,4,1320,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,1681.0,1.0,Kulm,2.0,3,4.0,2,2.0,1
4137,381,2,2,386,2,2,382,2,2,387,2,2,428,2,2,475,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,502.0,1.0,Kulm,2.0,1,99.0,2,99.0,2
4138,562,3,3, , , ,632,3,3,700,3,3,725,3,3,772,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,742.0,1.0,Kulm,0.0, ,0.0,3,0.0,3
4139,4752,5,5,5068,6,6,5382,6,6,5451,6,6,5456,6,6,6063,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,7874.0,1.0,Kulm,2.0,3,-99.0,2,2.0,1
4140,2188,5,5, , , ,2252,5,5,2338,5,5,2382,5,5,2685,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,2863.0,1.0,Kulm,0.0,1,0.0,1,0.0,1
4141,6786,6,6, , , ,7294,6,6,7580,6,6,7810,6,6,8268,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,9216.0,1.0,Kulm,1.0,2,2.0,1,2.0,1
4142,867,3,3,950,3,3,929,3,3,876,3,3,863,3,3,842,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,840.0,1.0,Kulm,2.0,1,4.0,1,2.0,3
4143,1028,4,4,1100,4,4,1181,4,4,1209,4,4,1202,4,4,1175,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,1159.0,1.0,Kulm,2.0,1,3.0,2,2.0,2
4144,2736,5,5, , , ,3160,5,5,3283,5,5,3607,5,5,4239,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,4520.0,1.0,Kulm,0.0,2,0.0,2,0.0,2
4145,1594,4,4,1700,4,4,1624,4,4,1605,4,4,1604,4,4,1583,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,1738.0,1.0,Kulm,2.0,8,99.0,4,2.0,3
4146,2565,5,5,2750,5,5,2753,5,5,2856,5,5,2895,5,5,3027,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1905.0,19.0,3519.0,1.0,Kulm,2.0,3,3.0,1,2.0,1
4147,1214,4,4, , , , , , ,1217,4,4,1250,4,4,1319,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1905.0,19.0,1382.0,1.0,Kulm,0.0, ,-99.0,1,-99.0,2
4161,1449,4,4,1560,4,4,1670,4,4,1848,4,4,1993,4,4,2253,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,2409.0,1.0,Laufenburg,2.0,3,5.0,5,1.0,1
4162,362,2,2, , , ,372,2,2,381,2,2, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4163,3622,5,5,3800,5,5,3799,5,5,4292,5,5,4680,5,5,5319,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,5718.0,1.0,Laufenburg,2.0,3,2.0,1,1.0,1
4164,876,3,3,930,3,3,953,3,3,920,3,3,964,3,3,1019,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1079.0,1.0,Laufenburg,0.0,7,0.0,2,0.0,2
4165,2058,5,5,2300,5,5,2599,5,5,2993,5,5,3170,5,5,3512,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,3802.0,1.0,Laufenburg,2.0,8,5.0,2,1.0,2
4166,992,3,3,1050,4,4,1063,4,4,1173,4,4,1286,4,4,1470,4,4,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,2,,2,,5
4167,668,3,3,720,3,3,749,3,3,835,3,3,879,3,3,957,3,3,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,1,,5,,1
4168,213,1,1,211,1,1,207,1,1,205,1,1, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4169,1666,4,4,1846,4,4, , , ,2123,5,5,2285,5,5,2583,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1906.0,19.0,2824.0,1.0,Laufenburg,0.0,8,0.0, ,0.0,2
4170,2002,5,5,1950,4,4,2005,5,5,2041,5,5,2063,5,5,3568,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,3688.0,1.0,Laufenburg,2.0,4,2.0,2,2.0,1
4171,264,2,2, , , ,302,2,2,307,2,2, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4172,614,3,3,610,3,3,581,3,3,604,3,3,710,3,3,911,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1034.0,1.0,Laufenburg,2.0, ,3.0,3,1.0,3
4173,462,2,2, , , ,512,3,3,557,3,3,562,3,3,598,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,576.0,1.0,Laufenburg,2.0,2,3.0,2,2.0,1
4174,296,2,2,320,2,2,325,2,2,297,2,2, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4175,734,3,3,790,3,3,777,3,3,843,3,3,901,3,3,965,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1150.0,1.0,Laufenburg,2.0, ,99.0, ,2.0, 
4176,516,3,3,605,3,3,658,3,3,679,3,3,666,3,3,683,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,703.0,1.0,Laufenburg,1.0,3,4.0,4,2.0,3
4177,1160,4,4, , , ,1234,4,4,1335,4,4,1307,4,4,1563,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1684.0,1.0,Laufenburg,2.0,1,3.0,2,1.0,2
4178,956,3,3,1030,4,4,1122,4,4,1161,4,4, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4179,470,2,2,550,3,3,636,3,3,753,3,3,851,3,3,906,3,3,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,2,,4,,3
4180,566,3,3,635,3,3,661,3,3,654,3,3, , , , , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4181,909,3,3, , , , , , ,1111,4,4,1126,4,4,1254,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1906.0,19.0,1385.0,1.0,Laufenburg,2.0,8,99.0,2,2.0,2
4182,721,3,3, , , ,831,3,3,846,3,3,907,3,3,1027,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1029.0,1.0,Laufenburg,2.0,3,99.0,2,2.0,2
4183,712,3,3,765,3,3,841,3,3,918,3,3,967,3,3,1115,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1906.0,19.0,1220.0,1.0,Laufenburg,2.0, ,3.0, ,2.0, 
4184, , , , , , , , , , , , ,1921,4,4,1936,4,4, , , , , ,19, , , , , ,1,1906.0,19.0,2101.0,1.0,Laufenburg,2.0,1,-99.0,1,2.0,1
4191,421,2,2,450,2,2, , , ,647,3,3,660,3,3,690,3,3,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,777.0,1.0,Lenzburg,2.0,1,5.0,3,2.0,3
4192,1087,4,4, , , ,1271,4,4,1371,4,4,1388,4,4,1390,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,1669.0,1.0,Lenzburg,2.0, ,99.0, ,3.0, 
4193,354,2,2, , , ,427,2,2,470,2,2,607,3,3,738,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,877.0,1.0,Lenzburg,0.0,1,0.0,2,0.0,1
4194,1074,4,4,1158,4,4,1251,4,4,1357,4,4,1777,4,4,2188,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,2379.0,1.0,Lenzburg,2.0, ,4.0, ,3.0, 
4195,900,3,3,1000,4,4, , , ,1303,4,4,1293,4,4,1352,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,1544.0,1.0,Lenzburg,2.0, ,4.0, ,1.0, 
4196,1388,4,4,1550,4,4,1673,4,4,1647,4,4,1833,4,4,2058,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,2456.0,1.0,Lenzburg,2.0,1,4.0,1,2.0,1
4197,647,3,3, , , , , , ,721,3,3,731,3,3,872,3,3,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,1003.0,1.0,Lenzburg,2.0,1,4.0,2,2.0,2
4198,729,3,3,780,3,3,904,3,3,893,3,3,923,3,3,1208,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,1334.0,1.0,Lenzburg,2.0,3,99.0,1,2.0,1
4199,812,3,3,840,3,3,800,3,3,763,3,3,841,3,3,1178,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,1487.0,1.0,Lenzburg,2.0, ,2.0,2,2.0,3
4200,2400,5,5, , , , , , ,2737,5,5,3009,5,5,3953,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,4308.0,1.0,Lenzburg,2.0,2,4.0,2,2.0,1
4201,7530,6,6, , , , , , ,7501,6,6,7984,6,6,9504,6,6,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,11054.0,1.0,Lenzburg,2.0,2,3.0,4,1.0,2
4202,1758,4,4, , , , , , ,2197,5,5,2439,5,5,2885,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,3266.0,1.0,Lenzburg,2.0,1,5.0,3,1.0,1
4203,3406,5,5,3550,5,5,3459,5,5,3654,5,5,3871,5,5,4393,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,4676.0,1.0,Lenzburg,2.0,1,4.0,2,1.0,2
4204,3576,5,5,3700,5,5,3763,5,5,3938,5,5,4013,5,5,4684,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,4781.0,1.0,Lenzburg,2.0,4,4.0,3,2.0,1
4205,1844,4,4,2038,5,5,2124,5,5,2161,5,5,2291,5,5,2719,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,3096.0,1.0,Lenzburg,0.0, ,0.0, ,0.0, 
4206,3305,5,5,3500,5,5,3586,5,5,3891,5,5,4273,5,5,5387,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,5912.0,1.0,Lenzburg,0.0, ,-99.0, ,-99.0, 
4207,2052,5,5, , , ,2477,5,5,2679,5,5,2670,5,5,3071,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,3037.0,1.0,Lenzburg,2.0, ,4.0,2,2.0,2
4208,2064,5,5, , , ,2431,5,5,2927,5,5,3268,5,5,3853,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,4333.0,1.0,Lenzburg,0.0,2,0.0,1,0.0,5
4209,4538,5,5, , , , , , ,4563,5,5,4660,5,5,5126,6,6,19,19,19,19,19,19,1,1, ,1,1,1,1907.0,19.0,5433.0,1.0,Lenzburg,2.0,8,99.0,1,2.0,1
4210,2226,5,5,2250,5,5,2166,5,5,2323,5,5,2580,5,5,3160,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1907.0,19.0,4174.0,1.0,Lenzburg,2.0,3,99.0,1,1.0,1
4221,369,2,2,400,2,2, , , ,701,3,3,748,3,3,997,3,3,19,19,19,19,19,19,1,1, ,1,1,1,1908.0,19.0,1054.0,1.0,Muri,0.0, ,0.0, ,0.0, 
4222,839,3,3,1042,4,4,1148,4,4,1234,4,4,1282,4,4,1413,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1588.0,1.0,Muri,2.0, ,4.0, ,2.0, 
4223,1048,4,4,1100,4,4,1141,4,4,1493,4,4,1580,4,4,2064,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,2279.0,1.0,Muri,2.0,1,4.0,1,2.0,1
4224,817,3,3,950,3,3, , , ,943,3,3,1016,4,4,1110,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1908.0,19.0,1248.0,1.0,Muri,2.0,1,99.0,1,99.0,1
4225,417,2,2,462,2,2,526,3,3,543,3,3,555,3,3, , , ,19,19,19,19,19, ,1,1,1,1,1, ,,,,,,, ,, ,, 
4226,387,2,2,422,2,2,417,2,2,584,3,3,581,3,3,615,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,628.0,1.0,Muri,2.0,2,5.0, ,2.0, 
4227,492,2,2, , , ,574,3,3,540,3,3,551,3,3,617,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,680.0,1.0,Muri,0.0,1,2.0,1,3.0,1
4228,2191,5,5,2305,5,5,2320,5,5,2254,5,5,2354,5,5,2807,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,3031.0,1.0,Muri,0.0,1,0.0,1,0.0,1
4229,850,3,3,863,3,3,909,3,3,938,3,3,963,3,3,1035,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1197.0,1.0,Muri,1.0,1,99.0,1,99.0,1
4230,877,3,3,948,3,3,1095,4,4,1150,4,4,1170,4,4,1210,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1274.0,1.0,Muri,2.0,9,4.0,1,2.0,1
4231,846,3,3,886,3,3,991,3,3,1007,4,4,1136,4,4,1310,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1428.0,1.0,Muri,2.0,3,5.0,1,2.0,1
4232,152,1,1, , , , , , ,155,1,1,187,1,1,199,1,1,19,19,19,19,19,19,1,1, ,1,1,1,1908.0,19.0,225.0,1.0,Muri,2.0,1,4.0,2,1.0,1
4233,275,2,2,290,2,2,283,2,2,300,2,2,317,2,2,354,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,408.0,1.0,Muri,2.0,8,5.0,2,2.0,1
4234,1519,4,4, , , , , , ,2384,5,5,2455,5,5,3489,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1908.0,19.0,3757.0,1.0,Muri,0.0, ,0.0, ,0.0, 
4235,789,3,3, , , ,982,3,3,986,3,3,990,3,3,1095,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1259.0,1.0,Muri,2.0,1,4.0,1,2.0,1
4236,6009,6,6, , , ,5975,6,6,6400,6,6,6760,6,6,7636,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,8381.0,1.0,Muri,2.0,1,4.0,3,99.0,3
4237,714,3,3,800,3,3,995,3,3,1206,4,4,1216,4,4,1575,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,1594.0,1.0,Muri,2.0,2,1.0,1,1.0,1
4238,613,3,3,605,3,3,796,3,3,824,3,3,842,3,3,790,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,913.0,1.0,Muri,2.0,3,5.0,2,2.0,1
4239,2956,5,5,3072,5,5,3225,5,5,3432,5,5,3728,5,5,4300,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,4352.0,1.0,Muri,2.0,1,2.0,2,2.0,1
4240,1693,4,4,1850,4,4,1998,4,4,2193,5,5,2370,5,5,2820,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1908.0,19.0,3088.0,1.0,Muri,2.0,2,3.0,2,2.0,2
4251,708,3,3,720,3,3,765,3,3,751,3,3,762,3,3,797,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,817.0,1.0,Rheinfelden,1.0,2,4.0,1,2.0,1
4252,3568,5,5, , , ,3642,5,5,4579,5,5,5042,6,6,5570,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,5490.0,1.0,Rheinfelden,1.0,1,4.0,3,1.0,3
4253,2665,5,5, , , ,2884,5,5,3233,5,5,3478,5,5,3933,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,3894.0,1.0,Rheinfelden,2.0,1,4.0,3,1.0,1
