gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
4254,7125,6,6,7623,6,6,8063,6,6,8721,6,6,9420,6,6,10913,7,7,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,11231.0,1.0,Rheinfelden,1.0,1,4.0,3,2.0,3
4255,807,3,3,850,3,3,960,3,3,1252,4,4,1292,4,4,1392,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,1541.0,1.0,Rheinfelden,2.0,1,4.0,2,2.0,1
4256,861,3,3, , , ,1005,4,4,1054,4,4,1005,4,4,1051,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,1076.0,1.0,Rheinfelden,0.0,1,0.0,1,0.0,1
4257,314,2,2,322,2,2,330,2,2,352,2,2,359,2,2,357,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,361.0,1.0,Rheinfelden,0.0,2,0.0,1,0.0,1
4258,9761,6,6,10150,7,7,10255,7,7,10774,7,7,11206,7,7,13334,7,7,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,13624.0,1.0,Rheinfelden,2.0,8,3.0,1,1.0,2
4259,542,3,3,623,3,3,658,3,3,722,3,3,759,3,3,812,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,859.0,1.0,Rheinfelden,0.0,4,-99.0,2,2.0,1
4260,1891,4,4,1990,4,4,2293,5,5,2459,5,5,2800,5,5,3215,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,3405.0,1.0,Rheinfelden,0.0, ,-99.0,2,1.0,2
4261,1229,4,4,1327,4,4,1452,4,4,1620,4,4,1761,4,4,1919,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,2061.0,1.0,Rheinfelden,0.0,3,0.0,3,0.0,3
4262,834,3,3, , , ,1014,4,4,1047,4,4,1098,4,4,1079,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,1007.0,1.0,Rheinfelden,2.0, ,4.0,2,2.0,1
4263,1611,4,4,1670,4,4,1746,4,4,2007,5,5,2183,5,5,2278,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,2494.0,1.0,Rheinfelden,0.0, ,0.0,2,0.0,1
4264,646,3,3,657,3,3,734,3,3,814,3,3,840,3,3,873,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1909.0,19.0,892.0,1.0,Rheinfelden,2.0,7,4.0,1,2.0,1
4271,5725,6,6,6000,6,6, , , ,6518,6,6,6633,6,6,7850,6,6,19,19,19,19,19,19,1,1, ,1,1,1,1910.0,19.0,8746.0,1.0,Zofingen,0.0,3,-99.0,1,-99.0,1
4272,282,2,2,312,2,2,302,2,2,304,2,2,294,2,2,284,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,1,,2,,5
4273,762,3,3,780,3,3,792,3,3,803,3,3,793,3,3,797,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,852.0,1.0,Zofingen,2.0, ,99.0, ,2.0, 
4274,3091,5,5, , , , , , ,3621,5,5,3641,5,5,3882,5,5,19,19,19,19,19,19,1,1, ,1,1,1,1910.0,19.0,4130.0,1.0,Zofingen,2.0, ,-99.0,2,2.0,2
4275,662,3,3,700,3,3,734,3,3,761,3,3,745,3,3,853,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,928.0,1.0,Zofingen,0.0, ,0.0, ,0.0,1
4276,3577,5,5,3800,5,5,3831,5,5,3927,5,5,4045,5,5,4335,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,4757.0,1.0,Zofingen,2.0,2,4.0,1,2.0,2
4277,724,3,3,800,3,3,812,3,3,800,3,3,818,3,3,903,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,919.0,1.0,Zofingen,1.0, ,99.0, ,2.0, 
4278,698,3,3,670,3,3,779,3,3, , , , , , , , , ,19,19,19, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
4279,2716,5,5,2980,5,5,2816,5,5,2830,5,5,2809,5,5,2920,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,3064.0,1.0,Zofingen,2.0, ,4.0, ,2.0, 
4280,9883,6,6,9950,6,6,9927,6,6,10512,7,7,11665,7,7,13509,7,7,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,15020.0,1.0,Zofingen,0.0, ,0.0,2,0.0,3
4281,904,3,3,1001,4,4,1132,4,4,1143,4,4,1177,4,4,1268,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,1583.0,1.0,Zofingen,2.0, ,5.0, ,2.0, 
4282,6741,6,6,6950,6,6,6909,6,6,7129,6,6,7524,6,6,8850,6,6,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,9565.0,1.0,Zofingen,2.0,1,4.0,2,2.0,5
4283,2957,5,5,3118,5,5,3136,5,5,3112,5,5,3247,5,5,3740,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,4412.0,1.0,Zofingen,2.0,7,99.0,2,2.0,2
4284,864,3,3, , , , , , ,1036,4,4,1034,4,4,1109,4,4,19,19,19,19,19,19,1,1, ,1,1,1,1910.0,19.0,1342.0,1.0,Zofingen,0.0,2,0.0,3,0.0,5
4285,4085,5,5,4067,5,5,4031,5,5,4171,5,5,4471,5,5,4669,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,4948.0,1.0,Zofingen,2.0,8,5.0,1,2.0,1
4286,1248,4,4,1330,4,4,1323,4,4,1271,4,4,1265,4,4,1359,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,1391.0,1.0,Zofingen,0.0,8,0.0,2,0.0,3
4287,1639,4,4,1700,4,4,1710,4,4,1702,4,4,1715,4,4,1940,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,1978.0,1.0,Zofingen,2.0,2,4.0,1,2.0, 
4288,148,1,1,150,1,1, , , ,153,1,1,160,1,1,167,1,1,19,19,19,19,19,19,1,1, ,1,1,1,1910.0,19.0,167.0,1.0,Zofingen,-99.0,2,2.0,3,2.0,3
4289,8746,6,6, , , ,8430,6,6,10109,7,7,10580,7,7,11560,7,7,19,19,19,19,19,19,1,1,1,1,1,1,1910.0,19.0,12453.0,1.0,Zofingen,1.0, ,2.0, ,1.0, 
4301,212,1,1, , , ,262,2,2,262,2,2,288,2,2,275,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,,2,,2
4302,159,1,1, , , ,181,1,1,185,1,1,172,1,1,170,1,1,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,, ,, 
4303,3437,5,5,3700,5,5,3687,5,5,3683,5,5,3736,5,5,3941,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,4143.0,1.0,Zurzach,2.0,2,99.0,5,2.0,5
4304,3298,5,5, , , ,3293,5,5,3394,5,5,3592,5,5,3862,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,4375.0,1.0,Zurzach,2.0,1,2.0,1,2.0,1
4305,1539,4,4,1600,4,4,1741,4,4,1890,4,4,1948,4,4,2584,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,2610.0,1.0,Zurzach,0.0,1,0.0,2,0.0,3
4306,375,2,2,400,2,2,347,2,2,379,2,2,368,2,2,458,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,582.0,1.0,Zurzach,0.0, ,0.0,2,0.0,2
4307,715,3,3,768,3,3,822,3,3,817,3,3,813,3,3,881,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,958.0,1.0,Zurzach,0.0,9,0.0,2,0.0,3
4308,433,2,2,470,2,2,440,2,2,411,2,2,394,2,2,414,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,,3,,2
4309,2581,5,5,2730,5,5,2760,5,5,2896,5,5,3046,5,5,3339,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,3603.0,1.0,Zurzach,2.0,1825,2.0,2,2.0,2
4310,1588,4,4,1600,4,4,1570,4,4,1571,4,4,1574,4,4,1631,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,1673.0,1.0,Zurzach,2.0, ,-99.0, ,2.0, 
4311,1197,4,4, , , ,1313,4,4,1277,4,4,1312,4,4,1283,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,1507.0,1.0,Zurzach,2.0,2,3.0,3,1.0,3
4312,2052,5,5,2200,5,5,2097,5,5,2390,5,5,2470,5,5,2679,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,2866.0,1.0,Zurzach,2.0,1,4.0,1,3.0,1
4313,2001,5,5,2050,5,5,2155,5,5,2128,5,5,2045,5,5,2129,5,5,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,2345.0,1.0,Zurzach,2.0,1,5.0,3,1.0,3
4314,247,1,1,250,2,2,267,2,2,242,1,1,247,1,1,256,2,2,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,231.0,1.0,Zurzach,0.0, ,0.0,1,0.0,1
4315,924,3,3, , , , , , ,942,3,3,976,3,3,1003,4,4,19,19,19,19,19,19,1,1, ,1,1,1,,,,,,,8,,2,,2
4316,422,2,2,550,3,3, , , ,682,3,3,713,3,3,739,3,3,19,19,19,19,19,19,1,1, ,1,1,1,,,,,,, ,,2,,1
4317,199,1,1,230,1,1,226,1,1,216,1,1,220,1,1,309,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,,1,,1
4318,1135,4,4,1197,4,4,1209,4,4,1208,4,4,1262,4,4,1359,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,1526.0,1.0,Zurzach,2.0,5,4.0,2,1.0,2
4319,546,3,3,580,3,3,582,3,3,565,3,3,627,3,3,635,3,3,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,713.0,1.0,Zurzach,0.0, ,0.0, ,0.0, 
4320,821,3,3,889,3,3,940,3,3,998,3,3,1022,4,4,1204,4,4,19,19,19,19,19,19,1,1,1,1,1,1,1911.0,19.0,1282.0,1.0,Zurzach,0.0,4,0.0,3,0.0,2
4321,333,2,2, , , , , , ,379,2,2,368,2,2, , , ,19,19,19,19,19, ,1,1, ,1,1, ,,,,,,, ,, ,, 
4322,374,2,2,400,2,2,369,2,2,348,2,2,328,2,2,357,2,2,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,, ,, ,, 
4323,3594,5,5,3900,5,5,3841,5,5,4018,5,5,4030,5,5,4161,5,5,19,19,19,19,19,19,1,1,1,1,1,1,,,,,,,1,,1,,1
4401,11043,7,7,13250,7,7,13152,7,7,12849,7,7,13427,7,7,14340,7,7,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,15459.0,1.0,Arbon,1.0, ,99.0,4,2.0,5
4402, , , ,1583,4,4, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4406,433,2,2,463,2,2,508,3,3,524,3,3,565,3,3,728,3,3,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,715.0,1.0,Arbon,1.0,2,2.0,5,3.0,1
4411,3799,5,5, , , , , , ,4222,5,5,4243,5,5,4699,5,5,20,20,20,20,20,20,1,1, ,1,1,1,2011.0,20.0,4897.0,1.0,Arbon,1.0,1,-99.0,1,-99.0,2
4416,960,3,3,1010,4,4,1154,4,4,1147,4,4,1185,4,4,1244,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,1309.0,1.0,Arbon,1.0,1,3.0,1,2.0,1
4421,2218,5,5,2270,5,5,2387,5,5,2322,5,5,2551,5,5,2604,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,2907.0,1.0,Arbon,2.0,1,4.0,1,1.0,1
4426,729,3,3, , , , , , ,927,3,3,983,3,3,996,3,3,20,20,20,20,20,20,1,1, ,1,1,1,2011.0,20.0,1007.0,1.0,Arbon,2.0,1,2.0,2,1.0,2
4431,1762,4,4,1931,4,4,2302,5,5,2680,5,5,2893,5,5,3065,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,3358.0,1.0,Arbon,-99.0,2,99.0,1,1.0,1
4436,8899,6,6,9420,6,6,9250,6,6,9201,6,6,9490,6,6,10803,7,7,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,11556.0,1.0,Arbon,0.0, ,0.0,1,0.0,3
4441,1314,4,4, , , ,1275,4,4,1288,4,4,1280,4,4,1455,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,1576.0,1.0,Arbon,1.0,20,99.0,2,99.0,2
4446,502,3,3, , , ,489,2,2,487,2,2,511,3,3,549,3,3,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,654.0,1.0,Arbon,1.0,8,2.0,1,2.0,2
4451,1102,4,4, , , ,1353,4,4,1497,4,4,1651,4,4,1858,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,1918.0,1.0,Arbon,2.0, ,2.0, ,1.0, 
4461,10136,7,7,10600,7,7,11185,7,7,11445,7,7,11788,7,7,13346,7,7,20,20,20,20,20,20,1,1,1,1,1,1,2011.0,20.0,14313.0,1.0,Arbon,2.0,1,99.0,2,2.0,2
4471,4563,5,5, , , ,5527,6,6,5515,6,6,5492,6,6,5946,6,6,20,20,20,20,20,20,1,1,1,1,1,1,2015.0,20.0,6064.0,1.0,Weinfelden,1.0, ,2.0,1,2.0,2
4476,1232,4,4, , , , , , ,3060,5,5,3107,5,5,3649,5,5,20,20,20,20,20,20,1,1, ,1,1,1,2015.0,20.0,3888.0,1.0,Weinfelden,0.0, ,0.0, ,0.0, 
4477, , , ,220,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4478, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4479, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4480, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4486,910,3,3,800,3,3,1647,4,4,1825,4,4,1813,4,4,1920,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2015.0,20.0,2040.0,1.0,Weinfelden,1.0, ,4.0, ,2.0, 
4487, , , ,1100,4,4, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4491, , , , , , , , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4492,294,2,2, , , ,578,3,3, , , , , , , , , ,20,20,20, , , ,1,1,1, , , ,,,,,,, ,, ,, 
4495, , , , , , , , , ,600,3,3,616,3,3,597,3,3, , , ,20,20,20, , , ,1,1,1,2015.0,20.0,661.0,1.0,Weinfelden,0.0,1,2.0,3,2.0,3
4496, , , ,313,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4497, , , ,289,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4498, , , ,361,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4499, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4500, , , ,320,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4501, , , , , , ,3203,5,5,3155,5,5,3297,5,5,3534,5,5, , ,20,20,20,20, , ,1,1,1,1,2015.0,20.0,3669.0,1.0,Weinfelden,1.0, ,2.0, ,2.0, 
4506,2552,5,5, , , ,3296,5,5,3390,5,5,3411,5,5,3742,5,5, , ,20,20,20,20, , ,1,1,1,1,2015.0,20.0,4056.0,1.0,Weinfelden,1.0, ,1.0,3,2.0,3
4507, , , ,170,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4508, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4509, , , ,520,3,3, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4510, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4511,745,3,3, , , , , , ,1968,4,4,2051,5,5,2281,5,5, , ,20,20,20,20, , , ,1,1,1,2015.0,20.0,2534.0,1.0,Weinfelden,2.0,1,99.0,1,2.0,2
4516, , , ,294,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4517, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4518, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4531,821,3,3, , , ,960,3,3, , , , , , , , , ,20,20,20, , , ,1,1,1, , , ,,,,,,, ,, ,, 
4532, , , ,350,2,2,436,2,2, , , , , , , , , ,20,20,20, , , ,1,1,1, , , ,,,,,,, ,, ,, 
4533, , , ,550,3,3, , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4534, , , ,938,3,3,1069,4,4, , , , , , , , , ,20,20,20, , , ,1,1,1, , , ,,,,,,, ,, ,, 
4536, , , , , , , , , ,1636,4,4,1669,4,4,1815,4,4, , , ,20,20,20, , , ,1,1,1,2012.0,20.0,1846.0,1.0,Frauenfeld,1.0,2,2.0,1,2.0,1
4541,2949,5,5,3080,5,5,3155,5,5, , , , , , , , , ,20,20,20, , , ,1,1,1, , , ,,,,,,, ,, ,, 
4542, , , ,170,1,1, , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4545, , , , , , , , , ,3176,5,5,3260,5,5,3764,5,5, , , ,20,20,20, , , ,1,1,1,2012.0,20.0,4118.0,1.0,Frauenfeld,1.0, ,-99.0,1,-99.0,5
4546, , , , , , , , , ,1549,4,4,1572,4,4,1665,4,4, , , ,20,20,20, , , ,1,1,1,2012.0,20.0,1859.0,1.0,Frauenfeld,1.0,2,99.0,1,3.0,1
4551,3850,5,5, , , ,7170,6,6,7342,6,6,7832,6,6,8862,6,6,20,20,20,20,20,20,1,1,1,1,1,1,2014.0,20.0,9422.0,1.0,Münchwilen,1.0, ,3.0,3,3.0,1
4552, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4553, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4554, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4555, , , ,640,3,3, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4561,1550,4,4,1700,4,4,1876,4,4,2235,5,5,2343,5,5,2747,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,3199.0,1.0,Frauenfeld,2.0, ,2.0,2,1.0,1
4566,20204,8,8,20600,8,8,20266,8,8,22058,8,8,22665,8,8,25197,8,8,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,26093.0,1.0,Frauenfeld,0.0,1,0.0,3,0.0,1
4571,694,3,3,730,3,3,3334,5,5,3232,5,5,3366,5,5,4225,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,4564.0,1.0,Frauenfeld,1.0, ,2.0, ,3.0, 
4572, , , ,400,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4573, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4574, , , ,330,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4575, , , ,375,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4576, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4581, , , ,181,1,1, , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4582, , , ,57,1,1, , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4583,201,1,1, , , , , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4584, , , , , , , , , , , , , , , , , , ,20,20,20, , , ,1,1, , , , ,,,,,,, ,, ,, 
4590, , , , , , , , , ,844,3,3,843,3,3,840,3,3, , , ,20,20,20, , , ,1,1,1,2012.0,20.0,852.0,1.0,Frauenfeld,0.0, ,0.0, ,0.0, 
4591,1841,4,4, , , , , , ,2412,5,5,2491,5,5,2692,5,5,20,20,20,20,20,20,1,1, ,1,1,1,2012.0,20.0,3112.0,1.0,Frauenfeld,0.0, ,0.0, ,0.0, 
4596, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4597, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4598, , , ,55,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4601,239,1,1, , , ,961,3,3,936,3,3,954,3,3,995,3,3, , ,20,20,20,20, , ,1,1,1,1,2012.0,20.0,1088.0,1.0,Frauenfeld,2.0,4,2.0,2,1.0,1
4606,710,3,3,800,3,3,889,3,3,1039,4,4,1117,4,4,1196,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,1237.0,1.0,Frauenfeld,1.0, ,1.0,1,1.0,1
4611,683,3,3,175,1,1,1169,4,4,1238,4,4,1298,4,4,1462,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,1598.0,1.0,Frauenfeld,1.0, ,4.0, ,2.0, 
4612, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4616,585,3,3, , , ,1039,4,4,1059,4,4,1045,4,4,1079,4,4,20,20,20,20,20,20,1,1,1,1,1,1,2012.0,20.0,1120.0,1.0,Frauenfeld,1.0,3,2.0,1,2.0,1
4617, , , ,650,3,3, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4618, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4621, , , , , , ,1114,4,4,1202,4,4,1188,4,4,1260,4,4, , ,20,20,20,20, , ,1,1,1,1,2012.0,20.0,1400.0,1.0,Frauenfeld,-99.0,30,99.0,2,1.0,3
4631, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4632, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4634, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4635, , , ,100,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4636, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4637, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4641,1439,4,4,1626,4,4,1682,4,4,1922,4,4,1951,4,4,2161,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2013.0,20.0,2347.0,1.0,Kreuzlingen,1.0,10,3.0,1,1.0,1
4643, , , , , , ,1537,4,4,1906,4,4,2066,5,5,2186,5,5, , ,20,20,20,20, , ,1,1,1,1,2013.0,20.0,2696.0,1.0,Kreuzlingen,0.0,1,-99.0,1,-99.0,1
4646,2171,5,5,2373,5,5,2392,5,5,2574,5,5,2836,5,5,3308,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2013.0,20.0,3770.0,1.0,Kreuzlingen,1.0, ,2.0,5,1.0,2
4651,295,2,2,307,2,2,293,2,2,283,2,2,311,2,2,326,2,2,20,20,20,20,20,20,1,1,1,1,1,1,2013.0,20.0,345.0,1.0,Kreuzlingen,1.0, ,3.0,1,1.0,2
4656,1102,4,4,1273,4,4, , , ,1344,4,4,1423,4,4,1568,4,4,20,20,20,20,20,20,1,1, ,1,1,1,2013.0,20.0,1716.0,1.0,Kreuzlingen,1.0, ,2.0, ,1.0, 
4661, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4662, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4663, , , ,160,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4666,182,1,1, , , ,1976,4,4,2162,5,5,2211,5,5,2465,5,5, , ,20,20,20,20, , ,1,1,1,1,2013.0,20.0,2729.0,1.0,Kreuzlingen,0.0,1,99.0,2,2.0,2
4671,17239,7,7,17300,7,7,17853,7,7,17506,7,7,18526,7,7,21555,8,8,20,20,20,20,20,20,1,1,1,1,1,1,2013.0,20.0,22788.0,1.0,Kreuzlingen,1.0,2,99.0,1,99.0,2
4676, , , ,340,2,2, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4677, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4678, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4679, , , ,189,1,1, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4681,153,1,1, , , ,887,3,3,1065,4,4,1117,4,4,1285,4,4, , ,20,20,20,20, , ,1,1,1,1,2013.0,20.0,1442.0,1.0,Kreuzlingen,1.0,7,2.0,2,2.0,2
4683, , , , , , , , , ,1189,4,4,1285,4,4,1686,4,4, , ,20,20,20,20, , , ,1,1,1,2013.0,20.0,1759.0,1.0,Kreuzlingen,1.0,9,2.0,1,3.0,3
4686, , , ,1254,4,4, , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4687, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4688, , , , , , , , , , , , , , , , , , ,20,20, , , , ,1,1, , , , ,,,,,,, ,, ,, 
4691, , , , , , , , , ,2522,5,5,2649,5,5,3335,5,5, , ,20,20,20,20, , , ,1,1,1,2013.0,20.0,3522.0,1.0,Kreuzlingen,0.0,1,0.0,1,0.0,1
4696,2618,5,5, , , ,3280,5,5,3482,5,5,3736,5,5,4524,5,5,20,20,20,20,20,20,1,1,1,1,1,1,2013.0,20.0,5147.0,1.0,Kreuzlingen,1.0,8,4.0,1,1.0,1
